AOC_CODE,RANK_TITLE,OFFICER_SEX,OFFICER_RACE,OFFICER_AGE_RANGE,OFFICER_AGE,OFFICER_DIVISION,OFFICER_ASSIGNMENT,OFFICER_YEARS_SWORN,ObjectId
2237,POLICE OFFICER                     ,M,W ,OVER 60,60,1ST DIVISION                                           ,3RD PLATOON                                            ,13,310
2238,POLICE OFFICER                     ,M,W ,50 - 59,57,4TH DIVISION                                           ,DETECTIVES                                             ,14,311
2239,POLICE OFFICER                     ,M,W ,OVER 60,67,TRAFFIC                                                ,1ST PLATOON                                            ,34,312
2241,POLICE OFFICER                     ,M,B ,OVER 60,61,TRAFFIC                                                ,3RD PLATOON                                            ,34,313
2243,POLICE LIEUTENANT                  ,M,W ,OVER 60,61,CIS ROBBERY                                            ,STAFF                                                  ,34,314
2244,POLICE MAJOR                       ,M,W ,50 - 59,52,2ND DIVISION                                           ,STAFF                                                  ,21,315
2246,POLICE SERGEANT                    ,M,W ,40 - 49,48,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,23,316
2248,POLICE OFFICER                     ,M,W ,50 - 59,51,MAJOR CRIME DIVISION                                   ,STAFF                                                  ,23,317
2249,POLICE LIEUTENANT                  ,M,W ,40 - 49,48,2ND DIVISION                                           ,STAFF                                                  ,25,318
2253,POLICE OFFICER                     ,M,W ,40 - 49,48,5TH DIVISION                                           ,RESOURCE OFFICERS                                      ,23,319
2255,POLICE OFFICER                     ,M,W ,50 - 59,58,NARCOTICS                                              ,MAJOR CASE SQUAD                                       ,25,320
2256,POLICE SERGEANT                    ,M,W ,OVER 60,61,7TH DIVISION                                           ,3RD PLATOON                                            ,25,321
2257,POLICE OFFICER                     ,M,A ,50 - 59,57,TRAINING                                               ,BASIC ACADEMY                                          ,24,322
2259,POLICE LIEUTENANT                  ,M,W ,40 - 49,49,CANINE UNIT                                            ,STAFF                                                  ,23,323
2260,POLICE OFFICER                     ,M,W ,40 - 49,45,8TH DIVISION                                           ,RESOURCE OFFICERS                                      ,19,324
2261,POLICE SERGEANT                    ,M,W ,40 - 49,42,TECHNICAL SERVICES                                     ,VIDEO RECORDS UNIT                                     ,20,325
2262,POLICE SERGEANT                    ,M,W ,40 - 49,49,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,22,326
2267,POLICE OFFICER                     ,F,W ,40 - 49,48,CIS SPECIAL VICTIMS                                    ,SEX CRIMES                                             ,24,327
2269,POLICE MAJOR                       ,M,W ,40 - 49,49,MAJOR CRIME DIVISION                                   ,STAFF                                                  ,24,328
2272,POLICE OFFICER                     ,M,W ,40 - 49,46,3RD DIVISION                                           ,RESOURCE OFFICERS                                      ,21,329
2274,POLICE SERGEANT                    ,M,W ,50 - 59,51,7TH DIVISION                                           ,1ST PLATOON                                            ,23,330
2278,POLICE OFFICER                     ,M,W ,OVER 60,61,5TH DIVISION                                           ,1ST PLATOON                                            ,23,331
2280,POLICE OFFICER                     ,M,W ,50 - 59,51,PROPERTY ROOM SECTION                                  ,EVIDENCE TECH TEAM                                     ,24,332
2283,POLICE LIEUTENANT                  ,F,W ,40 - 49,42,6TH DIVISION                                           ,STAFF                                                  ,20,333
2285,POLICE OFFICER                     ,M,W ,50 - 59,54,SCHOOL RESOURCE OFFICERS                               ,STAFF                                                  ,25,334
2288,POLICE SERGEANT                    ,F,W ,OVER 60,62,TRAINING                                               ,SPECIAL PROJECTS UNIT                                  ,25,335
2289,POLICE SERGEANT                    ,M,W ,50 - 59,52,8TH DIVISION                                           ,DETECTIVES                                             ,23,336
2290,POLICE SERGEANT                    ,M,W ,50 - 59,54,PROPERTY ROOM SECTION                                  ,STAFF                                                  ,25,337
2291,POLICE OFFICER                     ,M,W ,50 - 59,52,CRIMES AGAINST CHILDREN                                ,OPERATIONS A                                           ,24,338
2292,POLICE OFFICER                     ,M,W ,50 - 59,55,8TH DIVISION                                           ,1ST PLATOON                                            ,25,339
2294,POLICE LIEUTENANT                  ,M,W ,40 - 49,47,1ST DIVISION                                           ,STAFF                                                  ,23,340
2295,POLICE SERGEANT                    ,M,W ,50 - 59,50,TRAFFIC                                                ,2ND PLATOON                                            ,23,341
2298,POLICE OFFICER                     ,F,W ,40 - 49,49,SCHOOL RESOURCE OFFICERS                               ,STAFF                                                  ,24,342
2300,POLICE OFFICER                     ,M,W ,40 - 49,40,FOCUSED INTELLIGENCE UNIT                              ,FEDERAL TASK FORCES                                    ,18,343
2301,POLICE OFFICER                     ,M,W ,50 - 59,51,7TH DIVISION                                           ,2ND PLATOON                                            ,24,344
2302,POLICE SERGEANT                    ,F,W ,50 - 59,50,8TH DIVISION                                           ,STAFF                                                  ,24,345
2306,POLICE OFFICER                     ,M,W ,OVER 60,61,SWAT UNIT                                              ,SQUAD 1                                                ,24,346
2307,POLICE SERGEANT                    ,M,W ,40 - 49,45,6TH DIVISION                                           ,1ST PLATOON                                            ,19,347
2308,POLICE OFFICER                     ,M,W ,50 - 59,59,TRAFFIC                                                ,2ND PLATOON                                            ,24,348
2309,POLICE LIEUTENANT                  ,M,W ,50 - 59,51,COMMUNITY SERVICES                                     ,STAFF                                                  ,25,349
2310,POLICE SERGEANT                    ,M,B ,50 - 59,59,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,21,350
2667,DEPUTY POLICE CHIEF                ,M,W ,50 - 59,56,ADMINISTRATIVE BUREAU                                  ,STAFF                                                  ,34,351
2669,POLICE OFFICER                     ,M,B ,40 - 49,45,3RD DIVISION                                           ,RESOURCE OFFICERS                                      ,19,352
2670,POLICE OFFICER                     ,M,W ,OVER 60,63,5TH DIVISION                                           ,2ND PLATOON                                            ,34,353
2673,POLICE OFFICER                     ,M,B ,OVER 60,67,5TH DIVISION                                           ,1ST PLATOON                                            ,6,354
2675,POLICE LIEUTENANT                  ,M,B ,50 - 59,58,SUPPORT BUREAU                                         ,STAFF                                                  ,34,355
2677,POLICE OFFICER                     ,F,W ,40 - 49,49,CRIMES AGAINST CHILDREN                                ,OPERATIONS A                                           ,21,356
2678,POLICE OFFICER                     ,F,W ,50 - 59,58,CANINE UNIT                                            ,MOUNTED PATROL                                         ,25,357
2681,POLICE OFFICER                     ,M,W ,50 - 59,54,TRAINING                                               ,BASIC ACADEMY                                          ,21,358
2685,POLICE OFFICER                     ,F,B ,50 - 59,56,SPECIAL OPERATIONS                                     ,COMMUNITY ENGAGEMENT UNIT                              ,34,359
2686,POLICE SERGEANT                    ,M,W ,40 - 49,46,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,22,360
2688,POLICE OFFICER                     ,M,W ,OVER 60,61,4TH DIVISION                                           ,2ND PLATOON                                            ,33,361
2689,POLICE OFFICER                     ,M,W ,50 - 59,58,1ST DIVISION                                           ,HALO/DRO                                               ,33,362
2691,POLICE LIEUTENANT                  ,M,W ,50 - 59,59,NARCOTICS                                              ,FUGITIVE APPREHENSION SQUAD                            ,33,363
2692,POLICE OFFICER                     ,M,W ,OVER 60,67,3RD DIVISION                                           ,1ST PLATOON                                            ,34,364
2698,POLICE OFFICER                     ,M,W ,50 - 59,50,MAJOR CRIME DIVISION                                   ,FUGITIVE APPREHENSION SQUAD                            ,20,365
2701,POLICE SERGEANT                    ,M,W ,OVER 60,60,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,33,366
2703,POLICE OFFICER                     ,F,W ,50 - 59,57,1ST DIVISION                                           ,HALO/DRO                                               ,33,367
2707,POLICE OFFICER                     ,M,W ,50 - 59,58,CANINE UNIT                                            ,3RD PLATOON                                            ,33,368
2710,POLICE OFFICER                     ,F,W ,OVER 60,65,4TH DIVISION                                           ,1ST PLATOON                                            ,16,369
2711,POLICE OFFICER                     ,M,W ,OVER 60,62,3RD DIVISION                                           ,1ST PLATOON                                            ,33,370
2714,POLICE LIEUTENANT                  ,M,W ,50 - 59,56,PROPERTY ROOM SECTION                                  ,CRIMES AGAINST CHILDREN                                ,33,371
2718,POLICE SERGEANT                    ,M,W ,40 - 49,47,6TH DIVISION                                           ,DETECTIVES                                             ,22,372
2721,POLICE OFFICER                     ,M,W ,40 - 49,43,3RD DIVISION                                           ,2ND PLATOON                                            ,20,373
2724,POLICE SERGEANT                    ,M,W ,50 - 59,50,SWAT UNIT                                              ,SQUAD 1                                                ,23,374
2725,POLICE OFFICER                     ,M,W ,50 - 59,56,5TH DIVISION                                           ,2ND PLATOON                                            ,33,375
2726,POLICE OFFICER                     ,M,W ,40 - 49,45,RIVER PATROL                                           ,STAFF                                                  ,23,376
2727,POLICE LIEUTENANT                  ,M,W ,50 - 59,56,CRIMINAL INTERDICTION                                  ,STAFF                                                  ,33,377
2728,POLICE OFFICER                     ,M,W ,OVER 60,72,5TH DIVISION                                           ,1ST PLATOON                                            ,33,378
2731,POLICE OFFICER                     ,M,W ,50 - 59,56,1ST DIVISION                                           ,BIKE PLATOON                                           ,33,379
2732,POLICE OFFICER                     ,F,W ,OVER 60,60,1ST DIVISION                                           ,2ND PLATOON                                            ,33,380
2733,POLICE SERGEANT                    ,M,W ,OVER 60,63,1ST DIVISION                                           ,2ND PLATOON                                            ,33,381
2735,DEPUTY POLICE CHIEF                ,M,W ,50 - 59,57,CHIEF`S STAFF                                          ,STAFF                                                  ,33,382
2737,POLICE OFFICER                     ,M,B ,50 - 59,55,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,33,383
2738,POLICE OFFICER                     ,M,W ,OVER 60,66,STRATEGIC PLANNING                                     ,STAFF                                                  ,33,384
2739,POLICE OFFICER                     ,M,W ,OVER 60,66,6TH DIVISION                                           ,2ND PLATOON                                            ,33,385
2741,POLICE OFFICER                     ,M,W ,50 - 59,58,1ST DIVISION                                           ,DETECTIVES                                             ,33,386
2743,POLICE OFFICER                     ,F,W ,50 - 59,58,NARCOTICS                                              ,SQUAD 1                                                ,33,387
2744,POLICE OFFICER                     ,M,W ,50 - 59,55,5TH DIVISION                                           ,DETECTIVES                                             ,33,388
2745,POLICE OFFICER                     ,M,W ,OVER 60,60,4TH DIVISION                                           ,DETECTIVES                                             ,6,389
2746,POLICE OFFICER                     ,M,W ,OVER 60,61,4TH DIVISION                                           ,2ND PLATOON                                            ,33,390
2747,POLICE LIEUTENANT                  ,M,W ,50 - 59,55,NARCOTICS                                              ,STAFF                                                  ,33,391
2748,POLICE OFFICER                     ,M,W ,50 - 59,59,CIS SPECIAL VICTIMS                                    ,SEX CRIMES                                             ,32,392
2749,POLICE OFFICER                     ,F,W ,OVER 60,66,1ST DIVISION                                           ,2ND PLATOON                                            ,32,393
2750,POLICE OFFICER                     ,M,W ,OVER 60,68,8TH DIVISION                                           ,2ND PLATOON                                            ,32,394
2751,POLICE OFFICER                     ,M,W ,OVER 60,65,MAJOR CASE UNIT                                        ,MAJOR CASE SQUAD                                       ,32,395
2752,POLICE LIEUTENANT                  ,M,W ,50 - 59,56,TRAFFIC                                                ,STAFF                                                  ,31,396
2753,POLICE MAJOR                       ,M,W ,OVER 60,64,ADMINISTRATIVE SERVICES DIVISION                       ,STAFF                                                  ,32,397
2754,POLICE OFFICER                     ,M,W ,50 - 59,59,TRAFFIC                                                ,2ND PLATOON                                            ,32,398
2755,POLICE OFFICER                     ,M,W ,50 - 59,58,2ND DIVISION                                           ,RESOURCE OFFICERS                                      ,32,399
2757,POLICE SERGEANT                    ,M,B ,50 - 59,52,CIS FORENSIC INVESTIGATIONS                            ,STAFF                                                  ,23,400
2896,POLICE OFFICER                     ,M,W ,50 - 59,51,7TH DIVISION                                           ,2ND PLATOON                                            ,29,401
2897,POLICE OFFICER                     ,M,B ,50 - 59,57,2ND DIVISION                                           ,3RD PLATOON                                            ,29,402
2898,POLICE OFFICER                     ,M,B ,OVER 60,61,2ND DIVISION                                           ,DETECTIVES                                             ,29,403
2900,POLICE OFFICER                     ,M,W ,50 - 59,54,TRAINING                                               ,FIREARMS TRAINING UNIT                                 ,29,404
2903,POLICE SERGEANT                    ,M,W ,OVER 60,67,1ST DIVISION                                           ,1ST PLATOON                                            ,29,405
2905,POLICE OFFICER                     ,F,W ,50 - 59,56,3RD DIVISION                                           ,2ND PLATOON                                            ,21,406
2906,POLICE OFFICER                     ,M,W ,OVER 60,61,RCFL                                                   ,STAFF                                                  ,29,407
2907,POLICE OFFICER                     ,M,W ,40 - 49,47,TECHNICAL SERVICES                                     ,TECHNICAL INVESTIGATIONS UNIT                          ,19,408
2908,POLICE OFFICER                     ,M,W ,50 - 59,51,4TH DIVISION                                           ,2ND PLATOON                                            ,29,409
2909,POLICE OFFICER                     ,F,W ,50 - 59,55,4TH DIVISION                                           ,2ND PLATOON                                            ,21,410
2910,POLICE OFFICER                     ,M,W ,50 - 59,54,NARCOTICS                                              ,INTERDICTION SQUAD                                     ,29,411
2911,POLICE LIEUTENANT                  ,M,W ,50 - 59,55,AIR PATROL                                             ,STAFF                                                  ,29,412
2912,POLICE SERGEANT                    ,M,W ,50 - 59,55,CIS SPECIAL VICTIMS                                    ,SEX CRIMES                                             ,29,413
2913,ASST POLICE CHIEF-LT COLONEL       ,M,B ,50 - 59,54,SUPPORT BUREAU                                         ,STAFF                                                  ,29,414
2915,POLICE SERGEANT                    ,M,W ,50 - 59,58,COURT LIAISON OFFICE                                   ,STAFF                                                  ,28,415
2917,POLICE SERGEANT                    ,M,W ,50 - 59,53,3RD DIVISION                                           ,DETECTIVES                                             ,28,416
2918,POLICE CHIEF                       ,F,B ,50 - 59,52,CHIEF`S STAFF                                          ,STAFF                                                  ,28,417
2919,POLICE SERGEANT                    ,M,W ,50 - 59,53,7TH DIVISION                                           ,STAFF                                                  ,28,418
2920,POLICE OFFICER                     ,M,W ,50 - 59,53,8TH DIVISION                                           ,2ND PLATOON                                            ,28,419
2921,POLICE OFFICER                     ,M,W ,50 - 59,51,CANINE UNIT                                            ,1ST PLATOON                                            ,28,420
6532,POLICE OFFICER                     ,M,B ,50 - 59,54,8TH DIVISION                                           ,1ST PLATOON                                            ,20,421
2923,POLICE SERGEANT                    ,M,W ,50 - 59,51,RIVER PATROL                                           ,STAFF                                                  ,28,422
2925,POLICE LIEUTENANT                  ,M,W ,50 - 59,51,9TH DIVISION                                           ,STAFF                                                  ,28,423
2926,POLICE LIEUTENANT                  ,M,H ,50 - 59,51,5TH DIVISION                                           ,STAFF                                                  ,28,424
2927,POLICE SERGEANT                    ,F,W ,50 - 59,50,4TH DIVISION                                           ,1ST PLATOON                                            ,28,425
2928,POLICE SERGEANT                    ,M,B ,50 - 59,51,5TH DIVISION                                           ,1ST PLATOON                                            ,28,426
2929,POLICE OFFICER                     ,M,W ,50 - 59,53,AIR PATROL                                             ,STAFF                                                  ,28,427
2930,POLICE LIEUTENANT                  ,M,W ,50 - 59,53,8TH DIVISION                                           ,STAFF                                                  ,28,428
2931,POLICE OFFICER                     ,M,W ,50 - 59,55,AIR PATROL                                             ,STAFF                                                  ,28,429
2932,POLICE OFFICER                     ,M,W ,50 - 59,57,5TH DIVISION                                           ,DETECTIVES                                             ,28,430
2933,POLICE OFFICER                     ,M,W ,50 - 59,50,5TH DIVISION                                           ,1ST PLATOON                                            ,28,431
2934,POLICE LIEUTENANT                  ,M,W ,50 - 59,54,NARCOTICS                                              ,STAFF                                                  ,28,432
2935,DEPUTY POLICE CHIEF                ,M,W ,50 - 59,53,CHIEF`S STAFF                                          ,STAFF                                                  ,28,433
2936,POLICE OFFICER                     ,M,W ,50 - 59,59,3RD DIVISION                                           ,1ST PLATOON                                            ,28,434
2937,POLICE OFFICER                     ,M,B ,OVER 60,65,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,28,435
2939,POLICE OFFICER                     ,M,B ,50 - 59,59,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,28,436
2940,POLICE OFFICER                     ,M,W ,40 - 49,42,FOCUSED INTELLIGENCE UNIT                              ,FEDERAL TASK FORCES                                    ,20,437
2941,POLICE OFFICER                     ,M,B ,50 - 59,55,7TH DIVISION                                           ,1ST PLATOON                                            ,28,438
2942,POLICE OFFICER                     ,M,W ,50 - 59,54,NARCOTICS                                              ,SCRIPT TEAM                                            ,28,439
2943,POLICE OFFICER                     ,M,W ,50 - 59,56,5TH DIVISION                                           ,2ND PLATOON                                            ,28,440
2944,POLICE LIEUTENANT                  ,M,W ,50 - 59,52,VEHICLE IMPOUNDMENT                                    ,STAFF                                                  ,28,441
2945,POLICE LIEUTENANT                  ,M,W ,50 - 59,50,4TH DIVISION                                           ,STAFF                                                  ,28,442
2946,POLICE OFFICER                     ,M,W ,50 - 59,51,NARCOTICS                                              ,INTERDICTION SQUAD                                     ,28,443
2758,POLICE SERGEANT                    ,M,W ,OVER 60,61,CANINE UNIT                                            ,2ND PLATOON                                            ,32,444
6097,POLICE OFFICER                     ,M,W ,50 - 59,56,6TH DIVISION                                           ,2ND PLATOON                                            ,28,445
2948,POLICE MAJOR                       ,M,W ,50 - 59,55,NARCOTICS                                              ,STAFF                                                  ,27,446
2950,POLICE OFFICER                     ,F,W ,50 - 59,52,CRIMES AGAINST CHILDREN                                ,OPERATIONS A                                           ,27,447
2951,POLICE OFFICER                     ,F,W ,50 - 59,52,1ST DIVISION                                           ,RESOURCE OFFICERS                                      ,27,448
2952,POLICE OFFICER                     ,M,W ,50 - 59,56,NARCOTICS                                              ,MAJOR CASE SQUAD                                       ,27,449
2953,POLICE OFFICER                     ,M,W ,50 - 59,59,5TH DIVISION                                           ,2ND PLATOON                                            ,27,450
2955,POLICE OFFICER                     ,M,B ,OVER 60,63,8TH DIVISION                                           ,2ND PLATOON                                            ,27,451
2956,POLICE OFFICER                     ,M,W ,50 - 59,55,CIS FORENSIC INVESTIGATIONS                            ,POLYGRAPH SQUAD                                        ,27,452
2957,POLICE OFFICER                     ,M,B ,50 - 59,54,2ND DIVISION                                           ,2ND PLATOON                                            ,27,453
6100,POLICE OFFICER                     ,M,B ,50 - 59,51,6TH DIVISION                                           ,1ST PLATOON                                            ,27,454
6108,POLICE OFFICER                     ,F,W ,40 - 49,48,8TH DIVISION                                           ,2ND PLATOON                                            ,25,455
6114,POLICE OFFICER                     ,M,W ,50 - 59,58,TECHNICAL SERVICES                                     ,TECHNICAL INVESTIGATIONS UNIT                          ,33,456
6115,POLICE SERGEANT                    ,M,W ,OVER 60,66,8TH DIVISION                                           ,1ST PLATOON                                            ,34,457
6120,POLICE OFFICER                     ,M,W ,OVER 60,65,8TH DIVISION                                           ,3RD PLATOON                                            ,16,458
6128,POLICE OFFICER                     ,M,W ,40 - 49,47,AIR PATROL                                             ,STAFF                                                  ,25,459
6129,POLICE OFFICER                     ,M,W ,50 - 59,56,6TH DIVISION                                           ,2ND PLATOON                                            ,29,460
6535,POLICE OFFICER                     ,F,B ,50 - 59,57,6TH DIVISION                                           ,RESOURCE OFFICERS                                      ,20,461
6539,POLICE OFFICER                     ,F,W ,OVER 60,60,TRAINING                                               ,RECRUITING AND SELECTION                               ,37,462
2759,POLICE OFFICER                     ,M,W ,50 - 59,56,NARCOTICS                                              ,INVESTIGATIVE SUPPORT                                  ,32,463
6543,POLICE SERGEANT                    ,M,W ,40 - 49,45,8TH DIVISION                                           ,2ND PLATOON                                            ,22,464
6553,POLICE OFFICER                     ,F,B ,50 - 59,56,TRAINING                                               ,RECRUITING AND SELECTION                               ,28,465
2761,POLICE MAJOR                       ,F,W ,50 - 59,58,ADMINISTRATIVE SERVICES DIVISION                       ,STAFF                                                  ,32,466
6562,POLICE SERGEANT                    ,M,W ,OVER 60,60,4TH DIVISION                                           ,2ND PLATOON                                            ,28,467
2764,POLICE OFFICER                     ,M,W ,50 - 59,58,1ST DIVISION                                           ,1ST PLATOON                                            ,6,468
2765,POLICE OFFICER                     ,M,U ,50 - 59,59,1ST DIVISION                                           ,BIKE PLATOON                                           ,12,469
2766,POLICE OFFICER                     ,M,W ,50 - 59,55,7TH DIVISION                                           ,2ND PLATOON                                            ,32,470
2769,POLICE SERGEANT                    ,M,B ,50 - 59,59,NARCOTICS                                              ,SQUAD 2                                                ,32,471
2770,POLICE OFFICER                     ,M,W ,50 - 59,56,2ND DIVISION                                           ,2ND PLATOON                                            ,32,472
2771,POLICE SERGEANT                    ,M,W ,50 - 59,58,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,32,473
2772,POLICE OFFICER                     ,F,W ,OVER 60,61,TRAINING                                               ,FIREARMS TRAINING UNIT                                 ,32,474
2774,POLICE OFFICER                     ,M,W ,OVER 60,66,3RD DIVISION                                           ,DETECTIVES                                             ,32,475
2775,POLICE OFFICER                     ,M,W ,OVER 60,60,7TH DIVISION                                           ,2ND PLATOON                                            ,6,476
2776,POLICE OFFICER                     ,M,W ,OVER 60,65,1ST DIVISION                                           ,2ND PLATOON                                            ,32,477
2780,POLICE OFFICER                     ,M,W ,OVER 60,66,5TH DIVISION                                           ,2ND PLATOON                                            ,32,478
2781,POLICE OFFICER                     ,M,W ,OVER 60,61,5TH DIVISION                                           ,RESOURCE OFFICERS                                      ,31,479
2782,POLICE SERGEANT                    ,M,W ,50 - 59,52,8TH DIVISION                                           ,2ND PLATOON                                            ,31,480
2785,POLICE LIEUTENANT                  ,M,W ,OVER 60,63,INSPECTIONS AND COMPLIANCE UNIT                        ,STAFF                                                  ,31,481
2786,POLICE OFFICER                     ,M,W ,50 - 59,54,1ST DIVISION                                           ,2ND PLATOON                                            ,31,482
2788,POLICE SERGEANT                    ,M,W ,50 - 59,55,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,31,483
2790,POLICE OFFICER                     ,M,W ,50 - 59,54,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,31,484
2791,POLICE OFFICER                     ,M,W ,50 - 59,58,7TH DIVISION                                           ,DETECTIVES                                             ,23,485
2793,POLICE OFFICER                     ,M,W ,OVER 60,67,5TH DIVISION                                           ,2ND PLATOON                                            ,31,486
2794,POLICE OFFICER                     ,M,W ,OVER 60,61,6TH DIVISION                                           ,2ND PLATOON                                            ,31,487
2796,POLICE OFFICER                     ,M,B ,50 - 59,55,6TH DIVISION                                           ,1ST PLATOON                                            ,31,488
2797,POLICE OFFICER                     ,M,W ,50 - 59,56,CIS FORENSIC INVESTIGATIONS                            ,COMPUTER FORENSICS                                     ,31,489
6130,POLICE OFFICER                     ,M,A ,OVER 60,62,8TH DIVISION                                           ,1ST PLATOON                                            ,23,490
2798,POLICE OFFICER                     ,M,W ,50 - 59,56,5TH DIVISION                                           ,2ND PLATOON                                            ,31,491
2800,POLICE OFFICER                     ,M,W ,50 - 59,56,6TH DIVISION                                           ,2ND PLATOON                                            ,31,492
2801,POLICE OFFICER                     ,M,B ,50 - 59,57,7TH DIVISION                                           ,2ND PLATOON                                            ,31,493
2802,POLICE OFFICER                     ,M,W ,50 - 59,54,6TH DIVISION                                           ,2ND PLATOON                                            ,31,494
2803,POLICE OFFICER                     ,M,W ,40 - 49,45,CANINE UNIT                                            ,2ND PLATOON                                            ,21,495
2804,POLICE OFFICER                     ,M,W ,OVER 60,60,8TH DIVISION                                           ,2ND PLATOON                                            ,31,496
2805,POLICE LIEUTENANT                  ,M,W ,50 - 59,54,INSPECTIONS AND COMPLIANCE UNIT                        ,STAFF                                                  ,31,497
2807,POLICE OFFICER                     ,F,W ,50 - 59,53,CRIMES AGAINST CHILDREN                                ,CRIMES AGAINST CHILDREN                                ,31,498
2808,POLICE OFFICER                     ,F,W ,50 - 59,56,5TH DIVISION                                           ,1ST PLATOON                                            ,31,499
2810,POLICE SERGEANT                    ,M,W ,OVER 60,60,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,31,500
2812,POLICE OFFICER                     ,M,W ,OVER 60,60,4TH DIVISION                                           ,1ST PLATOON                                            ,31,501
2813,POLICE LIEUTENANT                  ,M,W ,50 - 59,54,2ND DIVISION                                           ,STAFF                                                  ,31,502
2815,POLICE OFFICER                     ,M,W ,50 - 59,53,8TH DIVISION                                           ,3RD PLATOON                                            ,31,503
2816,POLICE OFFICER                     ,M,W ,50 - 59,58,5TH DIVISION                                           ,2ND PLATOON                                            ,6,504
2817,POLICE OFFICER                     ,M,W ,50 - 59,54,3RD DIVISION                                           ,RESOURCE OFFICERS                                      ,22,505
2818,POLICE SERGEANT                    ,M,W ,OVER 60,60,2ND DIVISION                                           ,3RD PLATOON                                            ,31,506
2822,POLICE SERGEANT                    ,M,B ,50 - 59,54,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,31,507
2823,POLICE OFFICER                     ,F,W ,50 - 59,53,1ST DIVISION                                           ,2ND PLATOON                                            ,31,508
2824,POLICE LIEUTENANT                  ,M,W ,50 - 59,57,5TH DIVISION                                           ,3RD PLATOON                                            ,31,509
2825,POLICE OFFICER                     ,M,W ,50 - 59,54,3RD DIVISION                                           ,2ND PLATOON                                            ,31,510
2826,POLICE OFFICER                     ,M,W ,OVER 60,62,TRAINING                                               ,BASIC ACADEMY                                          ,31,511
2827,POLICE OFFICER                     ,M,W ,50 - 59,55,5TH DIVISION                                           ,DETECTIVES                                             ,31,512
2828,POLICE OFFICER                     ,F,W ,50 - 59,56,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,31,513
2829,POLICE SERGEANT                    ,M,W ,50 - 59,57,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,31,514
2831,POLICE OFFICER                     ,F,W ,50 - 59,54,CIS HOMICIDE                                           ,3RD PLATOON                                            ,31,515
6325,POLICE OFFICER                     ,M,W ,50 - 59,56,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,17,516
6572,POLICE SERGEANT                    ,M,W ,50 - 59,53,CIS ROBBERY                                            ,FINANCIAL CRIMES                                       ,27,517
6326,POLICE OFFICER                     ,M,W ,40 - 49,48,3RD DIVISION                                           ,STAFF                                                  ,21,518
6573,POLICE OFFICER                     ,M,W ,50 - 59,57,CANINE UNIT                                            ,3RD PLATOON                                            ,27,519
6579,POLICE OFFICER                     ,F,W ,50 - 59,52,TRAINING                                               ,RECRUITING AND SELECTION                               ,25,520
6327,POLICE OFFICER                     ,M,W ,50 - 59,54,4TH DIVISION                                           ,2ND PLATOON                                            ,26,521
6581,POLICE OFFICER                     ,M,W ,OVER 60,63,1ST DIVISION                                           ,2ND PLATOON                                            ,31,522
6330,POLICE SERGEANT                    ,M,W ,50 - 59,53,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,26,523
6582,POLICE SERGEANT                    ,F,W ,50 - 59,51,COURT LIAISON OFFICE                                   ,STAFF                                                  ,24,524
6136,POLICE OFFICER                     ,M,W ,OVER 60,60,NARCOTICS                                              ,STAFF                                                  ,33,525
6331,POLICE OFFICER                     ,M,B ,40 - 49,49,8TH DIVISION                                           ,3RD PLATOON                                            ,26,526
6586,POLICE OFFICER                     ,M,W ,50 - 59,50,NARCOTICS                                              ,MAJOR CASE SQUAD                                       ,25,527
6138,POLICE OFFICER                     ,M,W ,OVER 60,60,6TH DIVISION                                           ,1ST PLATOON                                            ,35,528
6332,POLICE OFFICER                     ,F,W ,OVER 60,62,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,21,529
6587,POLICE OFFICER                     ,F,B ,50 - 59,58,COURT LIAISON OFFICE                                   ,,35,530
6139,POLICE OFFICER                     ,M,W ,50 - 59,54,5TH DIVISION                                           ,1ST PLATOON                                            ,27,531
6334,POLICE OFFICER                     ,M,W ,50 - 59,55,8TH DIVISION                                           ,1ST PLATOON                                            ,20,532
6588,POLICE OFFICER                     ,M,W ,OVER 60,62,8TH DIVISION                                           ,2ND PLATOON                                            ,36,533
6141,POLICE SERGEANT                    ,M,W ,50 - 59,53,3RD DIVISION                                           ,1ST PLATOON                                            ,23,534
6335,POLICE OFFICER                     ,M,W ,50 - 59,52,VIOLENT CRIME UNIT                                     ,SQUAD 1                                                ,20,535
